1,1,Debidwar,দেবিদ্বার,debidwar.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
2,1,Barura,বরুড়া,barura.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
3,1,Brahmanpara,ব্রাহ্মণপাড়া,brahmanpara.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
4,1,Chandina,চান্দিনা,chandina.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
5,1,Chauddagram,চৌদ্দগ্রাম,chauddagram.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
6,1,Daudkandi,দাউদকান্দি,daudkandi.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
7,1,Homna,হোমনা,homna.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
8,1,Laksam,লাকসাম,laksam.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
9,1,Muradnagar,মুরাদনগর,muradnagar.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
10,1,Nangalkot,নাঙ্গলকোট,nangalkot.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
11,1,Comilla Sadar,কুমিল্লা সদর,comillasadar.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
12,1,Meghna,মেঘনা,meghna.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
13,1,Monohargonj,মনোহরগঞ্জ,monohargonj.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
14,1,Sadarsouth,সদর দক্ষিণ,sadarsouth.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
15,1,Titas,তিতাস,titas.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
16,1,Burichang,বুড়িচং,burichang.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
17,1,Lalmai,লালমাই,lalmai.comilla.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
18,2,Chhagalnaiya,ছাগলনাইয়া,chhagalnaiya.feni.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
19,2,Feni Sadar,ফেনী সদর,sadar.feni.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
20,2,Sonagazi,সোনাগাজী,sonagazi.feni.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
21,2,Fulgazi,ফুলগাজী,fulgazi.feni.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
22,2,Parshuram,পরশুরাম,parshuram.feni.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
23,2,Daganbhuiyan,দাগনভূঞা,daganbhuiyan.feni.gov.bd,0,9/27/2021 17:07,9/27/2021 17:08
